2020-11-02 21:06:19,304 [Worker-1] INFO  c.g.t.t.d.PublishedGradleVersions - Gradle version information cache is up-to-date. Trying to read.
2020-11-02 21:07:03,986 [Worker-4] INFO  o.e.m.c.i.p.ProjectConfigurationManager - Collecting project info '/pom.xml' C:\Users\Abhishek\Desktop\Client assignment 1\01\pom.xml
2020-11-02 21:07:06,719 [Worker-4] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: ResAssured01:01:0.0.1-SNAPSHOT @ C:\Users\Abhishek\Desktop\Client assignment 1\01\pom.xml.
2020-11-02 21:07:08,560 [Worker-4] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /01/src/main/java
2020-11-02 21:07:08,622 [Worker-4] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /01/src/test/java
2020-11-02 21:07:11,454 [Worker-4] INFO  o.e.m.c.i.p.ProjectConfigurationManager - Imported and configured 1 project(s) in 7 sec
2020-11-02 21:07:12,344 [Worker-15] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2020-11-02 21:07:12,344 [Worker-15] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Abhishek\Desktop\Client assignment 1\01\src\main\resources
2020-11-02 21:07:12,360 [Worker-15] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2020-11-02 21:07:12,360 [Worker-15] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Abhishek\Desktop\Client assignment 1\01\src\test\resources
2020-11-02 21:08:07,291 [Worker-15] INFO  o.e.m.i.launch.MavenLaunchDelegate - C:\Users\Abhishek\Desktop\Client assignment 1\01
2020-11-02 21:08:07,291 [Worker-15] INFO  o.e.m.i.launch.MavenLaunchDelegate -  mvn -B test
2020-11-02 21:08:16,154 [Worker-10] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2020-11-02 21:08:16,170 [Worker-10] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Abhishek\Desktop\Client assignment 1\01\src\main\resources
2020-11-02 21:08:16,170 [Worker-10] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2020-11-02 21:08:16,170 [Worker-10] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Abhishek\Desktop\Client assignment 1\01\src\test\resources
2020-11-02 21:09:03,793 [Worker-5] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2020-11-02 21:09:03,793 [Worker-5] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Abhishek\Desktop\Client assignment 1\01\src\main\resources
2020-11-02 21:09:03,809 [Worker-5] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2020-11-02 21:09:03,809 [Worker-5] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Abhishek\Desktop\Client assignment 1\01\src\test\resources
2020-11-02 21:09:54,687 [Worker-5] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: ResAssured01:01:0.0.1-SNAPSHOT @ C:\Users\Abhishek\Desktop\Client assignment 1\01\pom.xml.
2020-11-02 21:09:56,562 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2020-11-02 21:09:56,578 [Worker-5] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Abhishek\Desktop\Client assignment 1\01\src\main\resources
